servicedate,stationname,validations
1/14/2018,Revere Beach,1315
1/14/2018,Riverside,560
1/14/2018,Roxbury Crossing,1228
1/14/2018,Ruggles,2913
1/14/2018,Savin Hill,733
1/14/2018,Science Park,413
1/14/2018,Shawmut,683
1/14/2018,South Station,5783
1/14/2018,State Street,2946
1/14/2018,Stony Brook,1109
1/14/2018,Suffolk Downs,155
1/14/2018,Sullivan Square,2744
1/14/2018,Symphony,875
1/14/2018,Tufts Medical Center,1749
1/14/2018,Wellington,1730
1/14/2018,Wonderland,2139
1/14/2018,Wood Island,848
1/14/2018,World Trade Center,800
1/15/2018,Airport,4961
1/15/2018,Alewife,4597
1/15/2018,Andrew,2840
1/15/2018,Aquarium,2400
1/15/2018,Arlington,4329
1/15/2018,Ashmont,3873
1/15/2018,Assembly,1677
1/15/2018,Back Bay,7268
1/15/2018,Beachmont,1500
1/15/2018,Bowdoin,674
1/15/2018,Boylston,3436
1/15/2018,Braintree,1945
1/15/2018,Broadway,2722
1/15/2018,Central,8424
1/15/2018,Charles MGH,3165
1/15/2018,Chinatown,3482
1/15/2018,Community College,1196
1/15/2018,Copley,7493
1/15/2018,Courthouse,1412
1/15/2018,Davis,5464
1/15/2018,Downtown Crossing,11747
1/15/2018,Fields Corner,2363
1/15/2018,Forest Hills,5593
1/15/2018,Government Center,2880
1/15/2018,Green Street,1271
1/15/2018,Harvard,8383
1/15/2018,Haymarket,5402
1/15/2018,Hynes Convention Center,4645
1/15/2018,Jackson Square,2627
1/15/2018,JFK/Umass,2221
1/15/2018,Kendall/MIT,5516
1/15/2018,Kenmore,3762
1/15/2018,Lechmere,3412
1/15/2018,Malden Center,5405
1/15/2018,Massachusetts Ave.,2808
1/15/2018,Maverick,6028
1/15/2018,North Quincy,3587
1/15/2018,North Station,8673
1/15/2018,Oak Grove,2785
1/15/2018,Orient Heights,1896
1/15/2018,Park Street,7035
1/15/2018,Porter,4081
1/15/2018,Prudential,2763
1/15/2018,Quincy Adams,1682
1/15/2018,Quincy Center,3342
1/15/2018,Revere Beach,1427
1/15/2018,Riverside,918
1/15/2018,Roxbury Crossing,1551
1/15/2018,Ruggles,4002
1/15/2018,Savin Hill,1014
1/15/2018,Science Park,631
1/15/2018,Shawmut,951
1/15/2018,South Station,11470
1/15/2018,State Street,5516
1/15/2018,Stony Brook,1576
1/15/2018,Suffolk Downs,174
1/15/2018,Sullivan Square,4753
1/15/2018,Symphony,1217
1/15/2018,Tufts Medical Center,2356
1/15/2018,Wellington,3168
1/15/2018,Wonderland,3272
1/15/2018,Wood Island,1092
1/15/2018,World Trade Center,789
1/16/2018,Airport,6508
1/16/2018,Alewife,11544
1/16/2018,Andrew,5848
1/16/2018,Aquarium,3917
1/16/2018,Arlington,6916
1/16/2018,Ashmont,8783
1/16/2018,Assembly,2977
1/16/2018,Back Bay,16123
1/16/2018,Beachmont,2942
1/16/2018,Bowdoin,2202
1/16/2018,Boylston,5025
1/16/2018,Braintree,4227
1/16/2018,Broadway,5927
1/16/2018,Central,14355
1/16/2018,Charles MGH,10337
1/16/2018,Chinatown,6023
1/16/2018,Community College,5846
1/16/2018,Copley,12196
1/16/2018,Courthouse,1912
1/16/2018,Davis,11393
1/16/2018,Downtown Crossing,24177
1/16/2018,Fields Corner,4903
1/16/2018,Forest Hills,13150
1/16/2018,Government Center,7008
1/16/2018,Green Street,3107
1/16/2018,Harvard,17872
1/16/2018,Haymarket,9751
1/16/2018,Hynes Convention Center,6502
1/16/2018,Jackson Square,5657
1/16/2018,JFK/Umass,6098
1/16/2018,Kendall/MIT,15786
1/16/2018,Kenmore,7003
1/16/2018,Lechmere,5545
1/16/2018,Malden Center,11583
1/16/2018,Massachusetts Ave.,5770
1/16/2018,Maverick,10746
1/16/2018,North Quincy,8714
1/16/2018,North Station,18563
1/16/2018,Oak Grove,6714
1/16/2018,Orient Heights,3953
1/16/2018,Park Street,17026
1/16/2018,Porter,7359
1/16/2018,Prudential,3107
1/16/2018,Quincy Adams,4777
1/16/2018,Quincy Center,7945
1/16/2018,Revere Beach,2866
1/16/2018,Riverside,1667
1/16/2018,Roxbury Crossing,4739
1/16/2018,Ruggles,10619
1/16/2018,Savin Hill,2237
1/16/2018,Science Park,697
1/16/2018,Shawmut,2464
1/16/2018,South Station,24767
1/16/2018,State Street,14003
1/16/2018,Stony Brook,3598
1/16/2018,Suffolk Downs,360
1/16/2018,Sullivan Square,8884
1/16/2018,Symphony,1522
1/16/2018,Tufts Medical Center,6527
1/16/2018,Wellington,7169
1/16/2018,Wonderland,6720
1/16/2018,Wood Island,1987
1/16/2018,World Trade Center,840
1/17/2018,Airport,5854
1/17/2018,Alewife,9324
1/17/2018,Andrew,5498
1/17/2018,Aquarium,2956
1/17/2018,Arlington,6370
1/17/2018,Ashmont,8017
1/17/2018,Assembly,2472
1/17/2018,Back Bay,14687
1/17/2018,Beachmont,2740
1/17/2018,Bowdoin,2059
1/17/2018,Boylston,4768
1/17/2018,Braintree,4043
1/17/2018,Broadway,5769
1/17/2018,Central,13865
1/17/2018,Charles MGH,10164
1/17/2018,Chinatown,5214
1/17/2018,Community College,5549
1/17/2018,Copley,10920
1/17/2018,Courthouse,1789
1/17/2018,Davis,10362
1/17/2018,Downtown Crossing,21204
1/17/2018,Fields Corner,4409
1/17/2018,Forest Hills,12308
1/17/2018,Government Center,6461
1/17/2018,Green Street,3141
1/17/2018,Harvard,16137
1/17/2018,Haymarket,8877
1/17/2018,Hynes Convention Center,6142
1/17/2018,Jackson Square,5222
1/17/2018,JFK/Umass,5628
1/17/2018,Kendall/MIT,14875
1/17/2018,Kenmore,6588
1/17/2018,Lechmere,5051
1/17/2018,Malden Center,10232
1/17/2018,Massachusetts Ave.,5466
1/17/2018,Maverick,9913
1/17/2018,North Quincy,7654
1/17/2018,North Station,16464
1/17/2018,Oak Grove,6144
1/17/2018,Orient Heights,3700
1/17/2018,Park Street,14971
1/17/2018,Porter,7220
1/17/2018,Prudential,2944
1/17/2018,Quincy Adams,4082
1/17/2018,Quincy Center,7118
1/17/2018,Revere Beach,2351
1/17/2018,Riverside,1402
1/17/2018,Roxbury Crossing,4282
1/17/2018,Ruggles,10109
1/17/2018,Savin Hill,2066
1/17/2018,Science Park,654
1/17/2018,Shawmut,2237
1/17/2018,South Station,21570
1/17/2018,State Street,12965
1/17/2018,Stony Brook,3318
1/17/2018,Suffolk Downs,346
1/17/2018,Sullivan Square,8086
1/17/2018,Symphony,1518
1/17/2018,Tufts Medical Center,6130
1/17/2018,Wellington,6184
1/17/2018,Wonderland,6003
1/17/2018,Wood Island,1829
1/17/2018,World Trade Center,775
1/18/2018,Airport,6286
1/18/2018,Alewife,11805
1/18/2018,Andrew,5837
1/18/2018,Aquarium,3764
1/18/2018,Arlington,7436
1/18/2018,Ashmont,8810
1/18/2018,Assembly,2970
1/18/2018,Back Bay,16891
1/18/2018,Beachmont,3039
1/18/2018,Bowdoin,2075
1/18/2018,Boylston,5239
1/18/2018,Braintree,4318
1/18/2018,Broadway,6333
1/18/2018,Central,15759
1/18/2018,Charles MGH,10692
1/18/2018,Chinatown,6140
1/18/2018,Community College,5656
1/18/2018,Copley,12319
1/18/2018,Courthouse,2003
1/18/2018,Davis,10444
1/18/2018,Downtown Crossing,23431
1/18/2018,Fields Corner,4971
1/18/2018,Forest Hills,13556
1/18/2018,Government Center,7291
1/18/2018,Green Street,3484
1/18/2018,Harvard,18457
1/18/2018,Haymarket,10091
1/18/2018,Hynes Convention Center,6761
1/18/2018,Jackson Square,5676
1/18/2018,JFK/Umass,6450
1/18/2018,Kendall/MIT,17342
1/18/2018,Kenmore,12158
1/18/2018,Lechmere,5624
1/18/2018,Malden Center,11747
1/18/2018,Massachusetts Ave.,6088
1/18/2018,Maverick,10733
1/18/2018,North Quincy,8968
1/18/2018,North Station,18598
1/18/2018,Oak Grove,6901
1/18/2018,Orient Heights,4125
1/18/2018,Park Street,17090
1/18/2018,Porter,6962
1/18/2018,Prudential,3290
1/18/2018,Quincy Adams,4771
1/18/2018,Quincy Center,7976
1/18/2018,Revere Beach,2933
1/18/2018,Riverside,1649
1/18/2018,Roxbury Crossing,4750
1/18/2018,Ruggles,10773
1/18/2018,Savin Hill,2332
1/18/2018,Science Park,727
1/18/2018,Shawmut,2351
1/18/2018,South Station,23632
1/18/2018,State Street,13883
1/18/2018,Stony Brook,3701
1/18/2018,Suffolk Downs,284
1/18/2018,Sullivan Square,8989
1/18/2018,Symphony,1913
1/18/2018,Tufts Medical Center,6498
1/18/2018,Wellington,7314
1/18/2018,Wonderland,6670
1/18/2018,Wood Island,1877
1/18/2018,World Trade Center,835
1/19/2018,Airport,6433
1/19/2018,Alewife,11150
1/19/2018,Andrew,5831
1/19/2018,Aquarium,3430
1/19/2018,Arlington,6619
1/19/2018,Ashmont,8272
1/19/2018,Assembly,2828
1/19/2018,Back Bay,15657
1/19/2018,Beachmont,2977
1/19/2018,Bowdoin,1898
1/19/2018,Boylston,5455
1/19/2018,Braintree,4196
1/19/2018,Broadway,5915
1/19/2018,Central,15133
1/19/2018,Charles MGH,10030
1/19/2018,Chinatown,6143
1/19/2018,Community College,4260
1/19/2018,Copley,11828
1/19/2018,Courthouse,1864
1/19/2018,Davis,11482
1/19/2018,Downtown Crossing,22924
1/19/2018,Fields Corner,4853
1/19/2018,Forest Hills,13154
1/19/2018,Government Center,6874
1/19/2018,Green Street,3316
1/19/2018,Harvard,18589
1/19/2018,Haymarket,11686
1/19/2018,Hynes Convention Center,7090
1/19/2018,Jackson Square,5139
1/19/2018,JFK/Umass,6138
1/19/2018,Kendall/MIT,15638
1/19/2018,Kenmore,7565
1/19/2018,Lechmere,5653
1/19/2018,Malden Center,11183
1/19/2018,Massachusetts Ave.,6069
1/19/2018,Maverick,10884
1/19/2018,North Quincy,8584
1/19/2018,North Station,14147
1/19/2018,Oak Grove,6206
1/19/2018,Orient Heights,4056
1/19/2018,Park Street,16561
1/19/2018,Porter,7931
1/19/2018,Prudential,3551
1/19/2018,Quincy Adams,4292
1/19/2018,Quincy Center,7556
1/19/2018,Revere Beach,2889
1/19/2018,Riverside,1735
1/19/2018,Roxbury Crossing,4794
1/19/2018,Ruggles,9823
1/19/2018,Savin Hill,2324
1/19/2018,Science Park,781
1/19/2018,Shawmut,2254
1/19/2018,South Station,23097
1/19/2018,State Street,12031
1/19/2018,Stony Brook,3558
1/19/2018,Suffolk Downs,471
1/19/2018,Sullivan Square,8432
1/19/2018,Symphony,1907
1/19/2018,Tufts Medical Center,6150
1/19/2018,Wellington,6703
1/19/2018,Wonderland,6093
1/19/2018,Wood Island,2095
1/19/2018,World Trade Center,730
1/20/2018,Airport,4559
1/20/2018,Alewife,6115
1/20/2018,Andrew,3023
1/20/2018,Aquarium,2820
1/20/2018,Arlington,3358
1/20/2018,Ashmont,4073
1/20/2018,Assembly,1944
1/20/2018,Back Bay,6463
1/20/2018,Beachmont,1689
1/20/2018,Bowdoin,593
1/20/2018,Boylston,4025
1/20/2018,Braintree,4
1/20/2018,Broadway,2643
1/20/2018,Central,9088
1/20/2018,Charles MGH,3465
1/20/2018,Chinatown,4021
1/20/2018,Community College,1738
1/20/2018,Copley,8847
1/20/2018,Courthouse,616
1/20/2018,Davis,6552
1/20/2018,Downtown Crossing,11359
1/20/2018,Fields Corner,2543
1/20/2018,Forest Hills,6194
1/20/2018,Government Center,3484
1/20/2018,Green Street,1675
1/20/2018,Harvard,19564
1/20/2018,Haymarket,7967
1/20/2018,Hynes Convention Center,6171
1/20/2018,Jackson Square,2756
1/20/2018,JFK/Umass,2642
1/20/2018,Kendall/MIT,4510
1/20/2018,Kenmore,5358
1/20/2018,Lechmere,3656
1/20/2018,Malden Center,5608
1/20/2018,Massachusetts Ave.,2390
1/20/2018,Maverick,6842
1/20/2018,North Quincy,8616
1/20/2018,North Station,4988
1/20/2018,Oak Grove,2537
1/20/2018,Orient Heights,2252
1/20/2018,Park Street,10200
1/20/2018,Porter,4473
1/20/2018,Prudential,2710
1/20/2018,Quincy Adams,55
1/20/2018,Quincy Center,32
1/20/2018,Revere Beach,1888
1/20/2018,Riverside,762
1/20/2018,Roxbury Crossing,1918
1/20/2018,Ruggles,4140
1/20/2018,Savin Hill,1109
1/20/2018,Science Park,645
1/20/2018,Shawmut,1021
1/20/2018,South Station,6989
1/20/2018,State Street,3612
1/20/2018,Stony Brook,1903
1/20/2018,Suffolk Downs,246
1/20/2018,Sullivan Square,3777
1/20/2018,Symphony,1478
1/20/2018,Tufts Medical Center,2404
1/20/2018,Wellington,2767
1/20/2018,Wonderland,3230
1/20/2018,Wood Island,1236
1/20/2018,World Trade Center,154
1/21/2018,Airport,3934
1/21/2018,Alewife,2725
1/21/2018,Andrew,2127
1/21/2018,Aquarium,2095
1/21/2018,Arlington,2377
1/21/2018,Ashmont,2588
1/21/2018,Assembly,1443
1/21/2018,Back Bay,4445
1/21/2018,Beachmont,1392
1/21/2018,Bowdoin,475
1/21/2018,Boylston,3005
1/21/2018,Braintree,1
1/21/2018,Broadway,1745
1/21/2018,Central,6540
1/21/2018,Charles MGH,2551
1/21/2018,Chinatown,3052
1/21/2018,Community College,1024
1/21/2018,Copley,6248
1/21/2018,Courthouse,369
1/21/2018,Davis,4178
1/21/2018,Downtown Crossing,7621
1/21/2018,Fields Corner,1977
1/21/2018,Forest Hills,4095
1/21/2018,Government Center,2007
1/21/2018,Green Street,956
1/21/2018,Harvard,8099
1/21/2018,Haymarket,4204
1/21/2018,Hynes Convention Center,4324
1/21/2018,Jackson Square,2068
1/21/2018,JFK/Umass,1950
1/21/2018,Kendall/MIT,3299
1/21/2018,Kenmore,3641
1/21/2018,Lechmere,2560
1/21/2018,Malden Center,4061
1/21/2018,Massachusetts Ave.,2294
1/21/2018,Maverick,4851
1/21/2018,North Quincy,5518
1/21/2018,North Station,5435
1/21/2018,Oak Grove,1737
1/21/2018,Orient Heights,1660
1/21/2018,Park Street,6683
1/21/2018,Porter,2872
1/21/2018,Prudential,1759
1/21/2018,Quincy Adams,4
1/21/2018,Quincy Center,35
1/21/2018,Revere Beach,1466
1/21/2018,Riverside,512
1/21/2018,Roxbury Crossing,1284
1/21/2018,Ruggles,2928
1/21/2018,Savin Hill,757
1/21/2018,Science Park,374
1/21/2018,Shawmut,697
1/21/2018,South Station,6232
1/21/2018,State Street,3123
1/21/2018,Stony Brook,1191
1/21/2018,Suffolk Downs,182
1/21/2018,Sullivan Square,3115
1/21/2018,Symphony,861
1/21/2018,Tufts Medical Center,1779
1/21/2018,Wellington,1805
1/21/2018,Wonderland,2223
1/21/2018,Wood Island,956
1/21/2018,World Trade Center,133
1/22/2018,Airport,6099
1/22/2018,Alewife,11088
1/22/2018,Andrew,5672
1/22/2018,Aquarium,3929
1/22/2018,Arlington,6784
1/22/2018,Ashmont,8993
1/22/2018,Assembly,2556
1/22/2018,Back Bay,15389
1/22/2018,Beachmont,2969
1/22/2018,Bowdoin,2107
1/22/2018,Boylston,4922
1/22/2018,Braintree,4049
1/22/2018,Broadway,6062
1/22/2018,Central,14747
1/22/2018,Charles MGH,10143
1/22/2018,Chinatown,5577
1/22/2018,Community College,6034
1/22/2018,Copley,10899
1/22/2018,Courthouse,1847
1/22/2018,Davis,10716
1/22/2018,Downtown Crossing,23222
1/22/2018,Fields Corner,4787
1/22/2018,Forest Hills,12533
1/22/2018,Government Center,6925
1/22/2018,Green Street,3221
1/22/2018,Harvard,17403
1/22/2018,Haymarket,9190
1/22/2018,Hynes Convention Center,6766
1/22/2018,Jackson Square,5139
1/22/2018,JFK/Umass,9034
1/22/2018,Kendall/MIT,16228
1/22/2018,Kenmore,6832
1/22/2018,Lechmere,5288
1/22/2018,Malden Center,11414
1/22/2018,Massachusetts Ave.,5708
1/22/2018,Maverick,10207
1/22/2018,North Quincy,8757
1/22/2018,North Station,14834
1/22/2018,Oak Grove,6428
1/22/2018,Orient Heights,3877
1/22/2018,Park Street,15789
1/22/2018,Porter,7998
1/22/2018,Prudential,2813
1/22/2018,Quincy Adams,4532
1/22/2018,Quincy Center,7778
1/22/2018,Revere Beach,2928
1/22/2018,Riverside,1602
1/22/2018,Roxbury Crossing,4472
1/22/2018,Ruggles,10259
1/22/2018,Savin Hill,2057
1/22/2018,Science Park,690
1/22/2018,Shawmut,2301
1/22/2018,South Station,24556
1/22/2018,State Street,14122
1/22/2018,Stony Brook,3324
1/22/2018,Suffolk Downs,328
1/22/2018,Sullivan Square,8095
1/22/2018,Symphony,1618
1/22/2018,Tufts Medical Center,6101
1/22/2018,Wellington,6781
1/22/2018,Wonderland,6528
1/22/2018,Wood Island,1979
1/22/2018,World Trade Center,865
1/23/2018,Airport,5585
1/23/2018,Alewife,11042
1/23/2018,Andrew,5570
1/23/2018,Aquarium,3841
1/23/2018,Arlington,7019
1/23/2018,Ashmont,8821
1/23/2018,Assembly,2277
1/23/2018,Back Bay,15438
1/23/2018,Beachmont,2949
1/23/2018,Bowdoin,1912
1/23/2018,Boylston,4968
1/23/2018,Braintree,4165
1/23/2018,Broadway,5910
1/23/2018,Central,14765
1/23/2018,Charles MGH,10325
1/23/2018,Chinatown,5615
1/23/2018,Community College,5561
1/23/2018,Copley,10993
1/23/2018,Courthouse,1956
1/23/2018,Davis,11082
1/23/2018,Downtown Crossing,22740
1/23/2018,Fields Corner,4561
1/23/2018,Forest Hills,12723
1/23/2018,Government Center,6773
1/23/2018,Green Street,3035
1/23/2018,Harvard,17272
1/23/2018,Haymarket,9430
1/23/2018,Hynes Convention Center,6639
1/23/2018,Jackson Square,5347
1/23/2018,JFK/Umass,8819
1/23/2018,Kendall/MIT,16438
1/23/2018,Kenmore,7123
1/23/2018,Lechmere,5245
1/23/2018,Malden Center,11390
1/23/2018,Massachusetts Ave.,5525
1/23/2018,Maverick,10356
1/23/2018,North Quincy,8588
1/23/2018,North Station,15258
1/23/2018,Oak Grove,6688
1/23/2018,Orient Heights,3901
1/23/2018,Park Street,15437
1/23/2018,Porter,8275
1/23/2018,Prudential,3127
1/23/2018,Quincy Adams,4838
1/23/2018,Quincy Center,7701
1/23/2018,Revere Beach,2724
1/23/2018,Riverside,1586
1/23/2018,Roxbury Crossing,4392
1/23/2018,Ruggles,10401
1/23/2018,Savin Hill,1709
1/23/2018,Science Park,457
1/23/2018,Shawmut,2328
1/23/2018,South Station,24223
1/23/2018,State Street,13966
1/23/2018,Stony Brook,3476
1/23/2018,Suffolk Downs,307
1/23/2018,Sullivan Square,8495
1/23/2018,Symphony,1552
1/23/2018,Tufts Medical Center,5945
1/23/2018,Wellington,7024
1/23/2018,Wonderland,6486
1/23/2018,Wood Island,1942
1/23/2018,World Trade Center,819
1/24/2018,Airport,6060
1/24/2018,Alewife,11460
1/24/2018,Andrew,6154
1/24/2018,Aquarium,4128
1/24/2018,Arlington,7235
1/24/2018,Ashmont,9391
1/24/2018,Assembly,2458
1/24/2018,Back Bay,15888
1/24/2018,Beachmont,3181
1/24/2018,Bowdoin,2108
1/24/2018,Boylston,5428
1/24/2018,Braintree,4224
1/24/2018,Broadway,6463
1/24/2018,Central,15594
1/24/2018,Charles MGH,10741
1/24/2018,Chinatown,6289
1/24/2018,Community College,5904
1/24/2018,Copley,12289
1/24/2018,Courthouse,1806
1/24/2018,Davis,11415
1/24/2018,Downtown Crossing,24133
1/24/2018,Fields Corner,4931
1/24/2018,Forest Hills,13306
1/24/2018,Government Center,7102
1/24/2018,Green Street,3065
1/24/2018,Harvard,17991
1/24/2018,Haymarket,9646
1/24/2018,Hynes Convention Center,7111
1/24/2018,Jackson Square,5582
1/24/2018,JFK/Umass,9515
1/24/2018,Kendall/MIT,17083
1/24/2018,Kenmore,7541
1/24/2018,Lechmere,5623
1/24/2018,Malden Center,12025
1/24/2018,Massachusetts Ave.,6055
1/24/2018,Maverick,10994
1/24/2018,North Quincy,9313
1/24/2018,North Station,12560
1/24/2018,Oak Grove,6719
1/24/2018,Orient Heights,4257
1/24/2018,Park Street,17468
1/24/2018,Porter,7903
1/24/2018,Prudential,3248
1/24/2018,Quincy Adams,4800
1/24/2018,Quincy Center,8236
1/24/2018,Revere Beach,2973
1/24/2018,Riverside,1684
1/24/2018,Roxbury Crossing,4851
1/24/2018,Ruggles,10617
1/24/2018,Savin Hill,2381
1/24/2018,Science Park,744
1/24/2018,Shawmut,2391
1/24/2018,South Station,24352
1/24/2018,State Street,13907
1/24/2018,Stony Brook,3585
1/24/2018,Suffolk Downs,414
1/24/2018,Sullivan Square,9019
1/24/2018,Symphony,1669
1/24/2018,Tufts Medical Center,6461
1/24/2018,Wellington,7069
1/24/2018,Wonderland,6894
1/24/2018,Wood Island,2160
1/24/2018,World Trade Center,813
1/25/2018,Airport,6052
1/25/2018,Alewife,11655
1/25/2018,Andrew,5784
1/25/2018,Aquarium,4194
1/25/2018,Arlington,7396
1/25/2018,Ashmont,9146
1/25/2018,Assembly,2408
1/25/2018,Back Bay,15784
1/25/2018,Beachmont,3025
1/25/2018,Bowdoin,2185
1/25/2018,Boylston,5596
1/25/2018,Braintree,4103
1/25/2018,Broadway,6303
1/25/2018,Central,15350
1/25/2018,Charles MGH,10542
1/25/2018,Chinatown,6011
1/25/2018,Community College,5208
1/25/2018,Copley,11677
1/25/2018,Courthouse,2122
1/25/2018,Davis,11937
1/25/2018,Downtown Crossing,23487
1/25/2018,Fields Corner,4945
1/25/2018,Forest Hills,13281
1/25/2018,Government Center,6757
1/25/2018,Green Street,3455
1/25/2018,Harvard,18834
1/25/2018,Haymarket,10185
1/25/2018,Hynes Convention Center,6913
1/25/2018,Jackson Square,5266
1/25/2018,JFK/Umass,9218
1/25/2018,Kendall/MIT,16937
1/25/2018,Kenmore,7430
1/25/2018,Lechmere,5602
1/25/2018,Malden Center,11705
1/25/2018,Massachusetts Ave.,5928
1/25/2018,Maverick,10775
1/25/2018,North Quincy,8957
1/25/2018,North Station,13784
1/25/2018,Oak Grove,6519
1/25/2018,Orient Heights,4127
1/25/2018,Park Street,16359
1/25/2018,Porter,8261
1/25/2018,Prudential,3597
1/25/2018,Quincy Adams,4797
1/25/2018,Quincy Center,8131
1/25/2018,Revere Beach,2997
1/25/2018,Riverside,1586
1/25/2018,Roxbury Crossing,4700
1/25/2018,Ruggles,10421
1/25/2018,Savin Hill,1802
1/25/2018,Science Park,675
1/25/2018,Shawmut,2446
1/25/2018,South Station,25147
1/25/2018,State Street,13891
1/25/2018,Stony Brook,3657
1/25/2018,Suffolk Downs,400
1/25/2018,Sullivan Square,8805
1/25/2018,Symphony,1879
1/25/2018,Tufts Medical Center,6585
1/25/2018,Wellington,7091
1/25/2018,Wonderland,6578
1/25/2018,Wood Island,2067
1/25/2018,World Trade Center,1028
1/26/2018,Airport,6258
1/26/2018,Alewife,11041
1/26/2018,Andrew,5651
1/26/2018,Aquarium,3558
1/26/2018,Arlington,6705
1/26/2018,Ashmont,8891
1/26/2018,Assembly,2448
1/26/2018,Back Bay,15469
1/26/2018,Beachmont,2997
1/26/2018,Bowdoin,1987
1/26/2018,Boylston,5503
1/26/2018,Braintree,4125
1/26/2018,Broadway,5678
1/26/2018,Central,14514
1/26/2018,Charles MGH,9852
1/26/2018,Chinatown,6178
1/26/2018,Community College,3957
1/26/2018,Copley,12550
1/26/2018,Courthouse,1983
1/26/2018,Davis,12603
1/26/2018,Downtown Crossing,23761
1/26/2018,Fields Corner,4927
1/26/2018,Forest Hills,12921
1/26/2018,Government Center,6929
1/26/2018,Green Street,3007
1/26/2018,Harvard,19360
1/26/2018,Haymarket,11499
1/26/2018,Hynes Convention Center,7740
1/26/2018,Jackson Square,5620
1/26/2018,JFK/Umass,8601
1/26/2018,Kendall/MIT,15169
1/26/2018,Kenmore,7628
1/26/2018,Lechmere,5497
1/26/2018,Malden Center,11031
1/26/2018,Massachusetts Ave.,6323
1/26/2018,Maverick,10875
1/26/2018,North Quincy,8641
1/26/2018,North Station,13329
1/26/2018,Oak Grove,6254
1/26/2018,Orient Heights,3968
1/26/2018,Park Street,16437
1/26/2018,Porter,8094
1/26/2018,Prudential,4360
1/26/2018,Quincy Adams,4324
1/26/2018,Quincy Center,7704
1/26/2018,Revere Beach,2919
1/26/2018,Riverside,1615
1/26/2018,Roxbury Crossing,4871
1/26/2018,Ruggles,10000
1/26/2018,Savin Hill,1828
1/26/2018,Science Park,790
1/26/2018,Shawmut,2371
1/26/2018,South Station,24032
1/26/2018,State Street,12844
1/26/2018,Stony Brook,3471
1/26/2018,Suffolk Downs,427
1/26/2018,Sullivan Square,8203
1/26/2018,Symphony,2070
